序号,园区名称,省份,城市/区,占地面积(亩),企业数(家),详情,链接,中心,多个顶点
164,中关村环保科技示范园(夏雪路),北京市,海淀区,"4,918",2265,详细 ,https://d.qianzhan.com//yuanqu/dtl/d0018d3cbf18e3d2.html,"(116.175639,40.060318)","(116.16206,40.068106)(116.163422,40.06811)(116.163621,40.068131)(116.165021,40.068143)(116.167226,40.068168)(116.168905,40.06816)(116.173432,40.068197)(116.177885,40.068151)(116.185888,40.068131)(116.186146,40.068045)(116.186199,40.067909)(116.186264,40.065869)(116.186301,40.064379)(116.186323,40.062392)(116.186419,40.060675)(116.186495,40.059144)(116.186537,40.057715)(116.186548,40.056048)(116.186521,40.054016)(116.186505,40.052488)(116.186505,40.050517)(116.186495,40.049667)(116.186312,40.049585)(116.180411,40.051092)(116.174843,40.052431)(116.167456,40.054397)(116.165257,40.05503)(116.165096,40.055383)(116.164345,40.057773)(116.164412,40.057955)(116.164192,40.058781)(116.163846,40.060187)(116.1635,40.061478)(116.163275,40.062412)(116.162891,40.063921)(116.162599,40.065097)(116.162247,40.066382)(116.161976,40.067636)(116.161896,40.067936)(116.161939,40.068032)(116.16206,40.068106)"
165,北京市大学科技园(高梁桥斜街),北京市,海淀区,0,245,详细 ,https://d.qianzhan.com//yuanqu/dtl/9613346dd531c894.html,"(116.346429,39.945920)"
166,中关村科技园,北京市,海淀区,0,7,详细 ,https://d.qianzhan.com//yuanqu/dtl/ffd0ab2b13bf550a.html,"(116.303724,40.053409)"
167,华光科技园北京总部,北京市,海淀区,0,0,详细 ,https://d.qianzhan.com//yuanqu/dtl/86ed42d4ca2ed7a6.html,"(116.256648,39.979773)"
168,百度科技园,北京市,海淀区,144,11,详细 ,https://d.qianzhan.com//yuanqu/dtl/eeaf58f1f033d938.html,"(116.273399,40.043429)","(116.275319,40.044993)(116.275807,40.044244)(116.275996,40.044096)(116.274363,40.042515)(116.274472,40.042006)(116.271813,40.041596)(116.271615,40.042548)(116.271519,40.043481)(116.271412,40.04382)(116.271349,40.044285)(116.271413,40.044527)(116.274267,40.044843)(116.275319,40.044993)"
169,北京海峰二色农业科技园,北京市,海淀区,0,0,详细 ,https://d.qianzhan.com//yuanqu/dtl/fc35f950bc7bf6b3.html,"(116.177433,40.080794)"
170,北外-科技园,北京市,海淀区,0,66,详细 ,https://d.qianzhan.com//yuanqu/dtl/dfafbf2e7312247e.html,"(116.308720,39.955037)"
171,上地科技园,北京市,海淀区,0,9,详细 ,https://d.qianzhan.com//yuanqu/dtl/c86d7343fce144f2.html,"(116.295351,40.044619)"
172,北京师大科技园,北京市,海淀区,0,30,详细 ,https://d.qianzhan.com//yuanqu/dtl/898bf6a1fbf9c6b3.html,"(116.303812,39.974641)"
173,紫光科技园北京总部,北京市,海淀区,0,13,详细 ,https://d.qianzhan.com//yuanqu/dtl/7f95ed4162ca0342.html,"(116.254766,39.980264)"
174,小米移动互联网产业园(建设中),北京市,海淀区,120,0,详细 ,https://d.qianzhan.com//yuanqu/dtl/7bca757fbd3b08cb.html,"(116.31729,40.047778)","(116.317093,40.046163)(116.317838,40.046633)(116.318601,40.047174)(116.319298,40.047716)(116.319379,40.047929)(116.318845,40.049337)(116.318744,40.049577)(116.318662,40.049728)(116.317816,40.049359)(116.317736,40.049273)(116.317792,40.049177)(116.317714,40.049138)(116.317762,40.04907)(116.316053,40.048276)(116.315701,40.04841)(116.315133,40.048171)(116.315449,40.047699)(116.314682,40.047276)(116.316061,40.046525)(116.316876,40.046094)(116.317093,40.046163)"
175,中关村互联网文化创意产业园,北京市,海淀区,18,20,详细 ,https://d.qianzhan.com//yuanqu/dtl/3d2988fbfa5902fe.html,"(116.279018,39.931742)","(116.2782,39.932084)(116.27822,39.932424)(116.278746,39.93246)(116.278699,39.931932)(116.279986,39.931932)(116.279978,39.931304)(116.278649,39.931295)(116.278468,39.9313)(116.278447,39.931704)(116.278133,39.931697)(116.278116,39.931836)(116.278211,39.931838)(116.2782,39.932084)"
176,屯佃工业园,北京市,海淀区,117,14,详细 ,https://d.qianzhan.com//yuanqu/dtl/5dfa5ba8cba4095f.html,"(116.217980,40.067032)","(116.215971,40.067783)(116.216102,40.067401)(116.216175,40.067219)(116.216303,40.066898)(116.216423,40.066598)(116.216571,40.066241)(116.216925,40.065442)(116.21641,40.065327)(116.216536,40.064884)(116.216684,40.064455)(116.216595,40.06443)(116.216745,40.063993)(116.216954,40.064048)(116.217005,40.063909)(116.21714,40.063919)(116.217161,40.063878)(116.21763,40.06395)(116.217732,40.06363)(116.21807,40.063646)(116.218778,40.063683)(116.218596,40.064804)(116.218768,40.064822)(116.218744,40.06535)(116.218693,40.066101)(116.218625,40.06668)(116.218585,40.067337)(116.218564,40.06754)(116.218317,40.067511)(116.218212,40.067528)(116.218186,40.067575)(116.218143,40.067778)(116.215971,40.067783)"
177,中关村数字电视产业园,北京市,海淀区,0,16,详细 ,https://d.qianzhan.com//yuanqu/dtl/02de7fd5c930c4bb.html,"(116.369513,39.978916)"
178,西小口绿色文化产业园,北京市,海淀区,0,0,详细 ,https://d.qianzhan.com//yuanqu/dtl/42dd4d5252e42033.html,"(116.365913,40.049564)"
179,新华1949百花文化产业园,北京市,海淀区,9,30,详细 ,https://d.qianzhan.com//yuanqu/dtl/4002f7068315712b.html,"(116.30067,39.928799)","(116.300094,39.929087)(116.300104,39.928523)(116.301232,39.928506)(116.301249,39.929074)(116.300094,39.929087)"
180,中科产业园,北京市,海淀区,0,298,详细 ,https://d.qianzhan.com//yuanqu/dtl/87008f2dc5185ca4.html,"(116.239360,40.073405)"
181,中关村多媒体创意产业园,北京市,海淀区,0,0,详细 ,https://d.qianzhan.com//yuanqu/dtl/36471fc1a2e036dd.html,"(116.255303,39.981262)"
182,激光显示产业园,北京市,海淀区,85,225,详细 ,https://d.qianzhan.com//yuanqu/dtl/297cc9d284948b89.html,"(116.241952,40.082337)","(116.244136,40.082027)(116.242934,40.081715)(116.240505,40.081138)(116.23984,40.082481)(116.239756,40.082658)(116.239928,40.082696)(116.242115,40.08323)(116.243407,40.083542)(116.244136,40.082027)"
183,坦博文化产业园,北京市,海淀区,0,0,详细 ,https://d.qianzhan.com//yuanqu/dtl/bf077d49098fecdd.html,"(116.252942,39.946894)"
184,首佳利华生命健康产业园,北京市,海淀区,17,5,详细 ,https://d.qianzhan.com//yuanqu/dtl/6a97bdf1a65ed4ea.html,"(116.368227,40.030081)","(116.367203,40.030248)(116.367388,40.029591)(116.369254,40.029936)(116.369107,40.030554)(116.367203,40.030248)"
185,北京二商食品电子商务产业园,北京市,海淀区,0,5,详细 ,https://d.qianzhan.com//yuanqu/dtl/f5faf080ece59b70.html,"(116.344670,39.962145)"
186,北京亿清佳华产业园,北京市,海淀区,15,0,详细 ,https://d.qianzhan.com//yuanqu/dtl/237d679efe77d911.html,"(116.141479,40.085617)","(116.141586,40.08516)(116.140338,40.085092)(116.140223,40.085922)(116.140321,40.08593)(116.140325,40.085871)(116.141186,40.085945)(116.141146,40.08616)(116.141379,40.086186)(116.141386,40.086125)(116.141489,40.086127)(116.141586,40.08516)"
187,中关村军民融合产业园,北京市,海淀区,93,148,详细 ,https://d.qianzhan.com//yuanqu/dtl/98fb8724a4ffe52a.html,"(116.278179,39.950859)","(116.276677,39.951821)(116.276709,39.949724)(116.279713,39.94979)(116.279584,39.951023)(116.280529,39.951114)(116.278748,39.952019)"
188,互联网金融产业园,北京市,海淀区,33,95,详细 ,https://d.qianzhan.com//yuanqu/dtl/179f0723c0a81269.html,"(116.268142,39.956958)","(116.268217,39.958414)(116.269783,39.958389)(116.26973,39.956942)(116.268142,39.956958)"
189,航天城,北京市,海淀区,"1,502",27,详细 ,https://d.qianzhan.com//yuanqu/dtl/d279fdddbf8e5758.html,"(116.273809,40.076245)","(116.269425,40.076444)(116.279993,40.079876)(116.284531,40.071371)(116.273566,40.068054)"
190,中关村768创意产业园,北京市,海淀区,80,172,详细 ,https://d.qianzhan.com//yuanqu/dtl/fd32bb294df80853.html,"(116.349181,40.009822)","(116.349356,40.01048)(116.349361,40.008393)(116.351416,40.008438)(116.351426,40.008892)(116.352239,40.008902)(116.352164,40.010574)"
191,智谷中心,北京市,海淀区,171,56,详细 ,https://d.qianzhan.com//yuanqu/dtl/d314dd8e8085b5c4.html,"(116.178739,40.074162)","(116.177897,40.072746)(116.182146,40.072931)(116.182087,40.074101)(116.180949,40.074051)(116.180284,40.076013)(116.176111,40.074831)"
192,中关村东升科技园,北京市,海淀区,102,61,详细 ,https://d.qianzhan.com//yuanqu/dtl/687a3e0b93b77061.html,"(116.355493,40.046245)","(116.354436,40.04877)(116.356496,40.049025)(116.35766,40.045489)(116.355976,40.045119)"
193,清河顺事嘉业创业园,北京市,海淀区,32,51,详细 ,https://d.qianzhan.com//yuanqu/dtl/658dfd928ccd67f1.html,"(116.333442,40.026947)","(116.333056,40.02783)(116.334504,40.027896)(116.334837,40.027415)(116.334944,40.026869)(116.334891,40.02668)(116.334247,40.026635)(116.334338,40.026228)(116.333705,40.026113)(116.333593,40.026651)(116.333163,40.027243)"
194,中央新闻纪录电影制片厂,北京市,海淀区,71,58,详细 ,https://d.qianzhan.com//yuanqu/dtl/93d364647521be25.html,"(116.367739,39.969156)","(116.365755,39.969982)(116.366576,39.969969)(116.367284,39.969986)(116.367251,39.970701)(116.368019,39.970656)(116.368045,39.968041)(116.365755,39.968025)"
195,北京电影制片厂,北京市,海淀区,195,86,详细 ,https://d.qianzhan.com//yuanqu/dtl/a42daedb59a7c517.html,"(116.357542,39.969814)","(116.358073,39.973193)(116.360541,39.973185)(116.360487,39.968408)(116.358593,39.968424)(116.358534,39.968868)(116.358089,39.968856)(116.358084,39.969333)(116.357285,39.969333)(116.357287,39.969538)(116.356924,39.969534)(116.356888,39.971224)(116.357977,39.971244)"
196,八达工业园,北京市,海淀区,54,25,详细 ,https://d.qianzhan.com//yuanqu/dtl/8547b60a43057f62.html,"(116.35431,40.044864)","(116.352382,40.045411)(116.355407,40.04592)(116.355869,40.044852)(116.35294,40.044154)"
197,梅地亚中心,北京市,海淀区,23,92,详细 ,https://d.qianzhan.com//yuanqu/dtl/b9768afa49b81a03.html,"(116.321593,39.910193)","(116.319507,39.911066)(116.320929,39.911066)(116.320934,39.909885)(116.319813,39.909893)(116.319475,39.910367)"
198,中央电视台（复兴路）,北京市,海淀区,116,5,详细 ,https://d.qianzhan.com//yuanqu/dtl/d84e6c45e677ddaf.html,"(116.320472,39.910152)","(116.316824,39.909857)(116.31985,39.909837)(116.320917,39.909808)(116.320912,39.90796)(116.319898,39.90796)(116.319898,39.907804)(116.316851,39.9078)"
199,恩济西园产业园,北京市,海淀区,115,316,详细 ,https://d.qianzhan.com//yuanqu/dtl/b5da2f4bb86d9099.html,"(116.281341,39.931677)","(116.282977,39.932347)(116.283004,39.931076)(116.282049,39.931109)(116.282043,39.930352)(116.278948,39.93062)(116.27898,39.931286)(116.278031,39.931265)(116.277924,39.932388)"
200,百得利汽车园,北京市,海淀区,103,55,详细 ,https://d.qianzhan.com//yuanqu/dtl/58710ee2023b5d45.html,"(116.274102,39.92989)","(116.271468,39.931498)(116.274553,39.932194)(116.274746,39.92882)(116.274166,39.928779)(116.274134,39.92915)(116.273072,39.929191)(116.272632,39.930046)(116.271087,39.931075)"
201,航天信息园,北京市,海淀区,67,15,详细 ,https://d.qianzhan.com//yuanqu/dtl/ab751a2256f87c08.html,"(116.258293,39.945721)","(116.25707,39.946725)(116.259806,39.946614)(116.25972,39.944928)(116.257091,39.944907)"
202,四季阳光科技园,北京市,海淀区,36,42,详细 ,https://d.qianzhan.com//yuanqu/dtl/cf9c6193337aabae.html,"(116.234223,39.944397)","(116.232372,39.945347)(116.23426,39.945236)(116.234341,39.945487)(116.23492,39.945475)(116.234834,39.944311)(116.232324,39.94436)"
203,西杉创意园一区,北京市,海淀区,65,61,详细 ,https://d.qianzhan.com//yuanqu/dtl/33b12de144e6815a.html,"(116.232678,39.954185)","(116.229066,39.954349)(116.233733,39.954357)(116.233824,39.953391)(116.229023,39.953395)"
204,益园文创基地,北京市,海淀区,175,817,详细 ,https://d.qianzhan.com//yuanqu/dtl/a44e5a9f57c03a4b.html,"(116.237542,39.952034)","(116.234049,39.954846)(116.236195,39.95469)(116.236984,39.954365)(116.236667,39.954102)(116.237381,39.952326)(116.23641,39.952231)(116.236415,39.95161)(116.237231,39.951606)(116.237113,39.950463)(116.234033,39.950574)(116.234001,39.953917)"
205,西山嬴府国际商务中心,北京市,海淀区,193,84,详细 ,https://d.qianzhan.com//yuanqu/dtl/8c8f4d353e63c319.html,"(116.220172,39.956372)","(116.219163,39.958181)(116.223798,39.957935)(116.223691,39.95499)(116.218562,39.955632)"
206,中国国家图书馆,北京市,海淀区,181,8,详细 ,https://d.qianzhan.com//yuanqu/dtl/1fb83fa088980469.html,"(116.323404,39.943041)","(116.32173,39.944694)(116.32239,39.944826)(116.32225,39.946142)(116.324482,39.946315)(116.325158,39.941906)(116.324181,39.941634)(116.323076,39.94156)(116.322379,39.941643)(116.322154,39.941832)"
207,奥北科技园,北京市,海淀区,66,118,详细 ,https://d.qianzhan.com//yuanqu/dtl/a9162910c07717a7.html,"(116.376559,40.032729)","(116.374993,40.03355)(116.377439,40.033698)(116.378168,40.032006)(116.375765,40.031612)"
208,北京友谊宾馆,北京市,海淀区,137,528,详细 ,https://d.qianzhan.com//yuanqu/dtl/ca198135afe6830f.html,"(116.319524,39.962511)","(116.316745,39.964098)(116.319878,39.965257)(116.320393,39.964608)(116.321294,39.964747)(116.321713,39.963358)(116.32079,39.963144)(116.320693,39.962461)(116.317206,39.962437)(116.317228,39.963202)"
209,融科资讯中心,北京市,海淀区,102,355,详细 ,https://d.qianzhan.com//yuanqu/dtl/b50dbbd0d786f2ba.html,"(116.327145,39.982795)","(116.32472,39.985418)(116.327156,39.985516)(116.327349,39.982187)(116.326029,39.982138)(116.325954,39.983042)(116.324827,39.983009)"
210,中国科学院软件园,北京市,海淀区,72,108,详细 ,https://d.qianzhan.com//yuanqu/dtl/919d25089b9975c2.html,"(116.337874,39.979951)","(116.334393,39.981862)(116.335831,39.98199)(116.33589,39.981093)(116.336576,39.981135)(116.336619,39.980666)(116.337177,39.980699)(116.337274,39.979383)(116.335106,39.979326)"
211,中关村广场,北京市,海淀区,943,11338,详细 ,https://d.qianzhan.com//yuanqu/dtl/f7589bcfabe538ff.html,"(116.309822,39.982327)","(116.305607,39.98499)(116.316293,39.985253)(116.3167,39.97889)(116.312495,39.978799)(116.308375,39.979071)(116.306036,39.979021)"
212,金五星科技园区,北京市,海淀区,82,110,详细 ,https://d.qianzhan.com//yuanqu/dtl/bfd622a9dc119160.html,"(116.333325,39.967811)","(116.334065,39.970656)(116.335964,39.970853)(116.336286,39.967753)(116.334333,39.967794)"
213,京仪科技大厦,北京市,海淀区,55,447,详细 ,https://d.qianzhan.com//yuanqu/dtl/bf770a586662159a.html,"(116.337101,39.969694)","(116.336736,39.972719)(116.338421,39.972859)(116.338775,39.970656)(116.336962,39.970557)"
214,清华科技园,北京市,海淀区,179,2189,详细 ,https://d.qianzhan.com//yuanqu/dtl/dcc298b32f479651.html,"(116.33141,39.99215)","(116.328771,39.996062)(116.332526,39.996235)(116.332719,39.992824)(116.328996,39.992758)"
215,中关村智造大街,北京市,海淀区,105,576,详细 ,https://d.qianzhan.com//yuanqu/dtl/3a5a6c6136bb6cf6.html,"(116.334221,39.994098)","(116.335143,39.997102)(116.335229,39.994534)(116.335396,39.994517)(116.335422,39.994004)(116.334934,39.994008)(116.335025,39.992923)(116.332971,39.99291)(116.332917,39.993979)(116.332976,39.995372)(116.334162,39.996326)"
216,中关村翠湖科技园云中心,北京市,海淀区,246,5497,详细 ,https://d.qianzhan.com//yuanqu/dtl/47c97fd875edd5c3.html,"(116.158159,40.065193)","(116.153578,40.066359)(116.160659,40.066367)(116.161174,40.064331)(116.157044,40.063961)(116.153589,40.063772)"
217,中关村环保示范园,北京市,海淀区,"5,231",2265,详细 ,https://d.qianzhan.com//yuanqu/dtl/cdc4809cfa6dc367.html,"(116.173502,40.060217)","(116.161743,40.068165)(116.186505,40.068165)(116.186634,40.049245)(116.165133,40.054863)"
218,永丰产业园,北京市,海淀区,"5,408",9341,详细 ,https://d.qianzhan.com//yuanqu/dtl/f5c9f764001fa80f.html,"(116.251929,40.074282)","(116.226609,40.079585)(116.254161,40.086283)(116.263109,40.08016)(116.254204,40.076449)(116.25768,40.069848)(116.247359,40.067894)(116.243947,40.073346)(116.231008,40.069799)"
219,用友软件产业园,北京市,海淀区,"1,097",2366,详细 ,https://d.qianzhan.com//yuanqu/dtl/6fd67c4f24b74803.html,"(116.241233,40.068789)","(116.231191,40.069741)(116.243464,40.073026)(116.246683,40.067508)(116.233637,40.064487)"
220,中关村上地雅美科技园,北京市,海淀区,55,576,详细 ,https://d.qianzhan.com//yuanqu/dtl/afff032ea4c7f3ba.html,"(116.318834,40.038403)","(116.317526,40.040116)(116.319779,40.039434)(116.319736,40.038843)(116.318609,40.038535)(116.31759,40.038128)(116.316453,40.039673)"
221,中关村软件园3,北京市,海淀区,"1,935",529,详细 ,https://d.qianzhan.com//yuanqu/dtl/543227dc077433e6.html,"(116.283871,40.047052)","(116.280009,40.050518)(116.284837,40.051413)(116.2865,40.043496)(116.277713,40.042354)(116.278357,40.039529)(116.272198,40.038642)(116.269795,40.048892)"
222,中关村软件园2,北京市,海淀区,"1,288",12094,详细 ,https://d.qianzhan.com//yuanqu/dtl/7fc5b8e350942f5c.html,"(116.310972,40.045262)","(116.30107,40.046165)(116.307507,40.048399)(116.314878,40.037393)(116.306767,40.035323)(116.305114,40.039529)"
223,盈创动力科技园,北京市,海淀区,549,8799,详细 ,https://d.qianzhan.com//yuanqu/dtl/dee4b6a0fdc865dd.html,"(116.305121,40.050899)","(116.297782,40.054135)(116.300475,40.05549)(116.303179,40.056171)(116.306086,40.050431)(116.299327,40.048879)(116.298372,40.051811)"
224,中关村软件园,北京市,海淀区,"1,872",1841,详细 ,https://d.qianzhan.com//yuanqu/dtl/156d4105a5aebc44.html,"(116.292637,40.047966)","(116.284972,40.051362)(116.297546,40.054089)(116.299219,40.048833)(116.30188,40.044365)(116.296516,40.042164)(116.295486,40.045088)(116.29047,40.044254)(116.290942,40.042578)(116.286908,40.041987)"
1,气象局小区,北京市,海淀区,0,1,详细 ,https://d.qianzhan.com//yuanqu/dtl/b8d528d942785397.html,"(116.330750,39.947801)"
2,中发智造中关村智能创造创新中心,北京市,海淀区,0,1076,详细 ,https://d.qianzhan.com//yuanqu/dtl/7fb71ff9d53122d4.html,"(116.318878,39.974984)"
